# SYNTHETIC fixture (NOT a solver run) — distance rho
# x = 0.5000 m
0.0100	2.007639632
0.0300	2.007639632
0.0500	2.007639632
0.0700	2.007639632
0.0900	2.007639632
0.1100	2.007639632
0.1300	2.007639632
0.1500	2.007639632
0.1700	2.007639632
0.1900	2.007639632
0.2100	2.007639632
0.2300	2.007639632
0.2500	2.007639632
0.2700	2.007639632
0.2900	2.007639632
0.3100	2.007639632
0.3300	2.007639632
0.3500	2.007639632
0.3700	2.007639632
0.3900	2.007639632
0.4100	2.007639632
0.4300	2.007639632
0.4500	2.007639632
0.4700	2.007639632
0.4900	2.007639632
0.5100	1.161205517
0.5300	1.161205517
0.5500	1.161205517
0.5700	1.161205517
0.5900	1.161205517
0.6100	1.161205517
0.6300	1.161205517
0.6500	1.161205517
0.6700	1.161205517
0.6900	1.161205517
0.7100	1.161205517
0.7300	1.161205517
0.7500	1.161205517
0.7700	1.161205517
0.7900	1.161205517
0.8100	1.161205517
0.8300	1.161205517
0.8500	1.161205517
0.8700	1.161205517
0.8900	1.161205517
0.9100	1.161205517
0.9300	1.161205517
0.9500	1.161205517
0.9700	1.161205517
0.9900	1.161205517
